Code,SKU,Name,Colour,Size,Description,Blank Price,Front Print Price,Back Print Price,,Main_Image ,Front_Colour_Image,Brand,Colour HEX,Apparel Type,Artwork Front,Artwork Back
AS-5050,AS-5050-L-Navy,Mens Block Tee,Navy,L,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671913/12/1/FFFFFF/prod.jpg,AS Colour,#2D2E4C,T Shirt,,
AS-5050,AS-5050-XL-Navy,Mens Block Tee,Navy,XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671913/12/1/FFFFFF/prod.jpg,AS Colour,#2D2E4C,T Shirt,,
AS-5050,AS-5050-2XL-Navy,Mens Block Tee,Navy,2XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671913/12/1/FFFFFF/prod.jpg,AS Colour,#2D2E4C,T Shirt,,
AS-5050,AS-5050-3XL-Navy,Mens Block Tee,Navy,3XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671913/12/1/FFFFFF/prod.jpg,AS Colour,#2D2E4C,T Shirt,,
AS-5050,AS-5050-4XL-Navy,Mens Block Tee,Navy,4XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671913/12/1/FFFFFF/prod.jpg,AS Colour,#2D2E4C,T Shirt,,
AS-5050,AS-5050-5XL-Navy,Mens Block Tee,Navy,5XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671913/12/1/FFFFFF/prod.jpg,AS Colour,#2D2E4C,T Shirt,,
AS-5050,AS-5050-S-Red,Mens Block Tee,Red,S,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671923/12/1/FFFFFF/prod.jpg,AS Colour,#D50032,T Shirt,,
AS-5050,AS-5050-M-Red,Mens Block Tee,Red,M,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671923/12/1/FFFFFF/prod.jpg,AS Colour,#D50032,T Shirt,,
AS-5050,AS-5050-L-Red,Mens Block Tee,Red,L,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671923/12/1/FFFFFF/prod.jpg,AS Colour,#D50032,T Shirt,,
AS-5050,AS-5050-XL-Red,Mens Block Tee,Red,XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671923/12/1/FFFFFF/prod.jpg,AS Colour,#D50032,T Shirt,,
AS-5050,AS-5050-2XL-Red,Mens Block Tee,Red,2XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671923/12/1/FFFFFF/prod.jpg,AS Colour,#D50032,T Shirt,,
AS-5050,AS-5050-3XL-Red,Mens Block Tee,Red,3XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671923/12/1/FFFFFF/prod.jpg,AS Colour,#D50032,T Shirt,,
AS-5050,AS-5050-4XL-Red,Mens Block Tee,Red,4XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671923/12/1/FFFFFF/prod.jpg,AS Colour,#D50032,T Shirt,,
AS-5050,AS-5050-5XL-Red,Mens Block Tee,Red,5XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135671923/12/1/FFFFFF/prod.jpg,AS Colour,#D50032,T Shirt,,
AS-5050,AS-5050-S-Black,Mens Block Tee,Black,S,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135751163/12/1/FFFFFF/prod.jpg,AS Colour,#000000,T Shirt,,
AS-5050,AS-5050-M-Black,Mens Block Tee,Black,M,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135751163/12/1/FFFFFF/prod.jpg,AS Colour,#000000,T Shirt,,
AS-5050,AS-5050-L-Black,Mens Block Tee,Black,L,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135751163/12/1/FFFFFF/prod.jpg,AS Colour,#000000,T Shirt,,
AS-5050,AS-5050-XL-Black,Mens Block Tee,Black,XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135751163/12/1/FFFFFF/prod.jpg,AS Colour,#000000,T Shirt,,
AS-5050,AS-5050-2XL-Black,Mens Block Tee,Black,2XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135751163/12/1/FFFFFF/prod.jpg,AS Colour,#000000,T Shirt,,
AS-5050,AS-5050-3XL-Black,Mens Block Tee,Black,3XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135751163/12/1/FFFFFF/prod.jpg,AS Colour,#000000,T Shirt,,
AS-5050,AS-5050-4XL-Black,Mens Block Tee,Black,4XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135751163/12/1/FFFFFF/prod.jpg,AS Colour,#000000,T Shirt,,
AS-5050,AS-5050-5XL-Black,Mens Block Tee,Black,5XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Heavy weight, 200 GSM, 20-singles&nbsp;</li>  <li>100% carded cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></p> ",7.43,12,12,,https://garmentprinting.com.au/spdimages/67538888/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/4837778/135751163/12/1/FFFFFF/prod.jpg,AS Colour,#000000,T Shirt,,
AS-5001 ,AS-5001 -S-Black,Mens Staple Tee,Black,S,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Mid weight, 180 GSM, 28-singles&nbsp;</li>  <li>100% combed cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><span style=""font-size:12px;""><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></span></p> ",8.93,12,12,,https://garmentprinting.com.au/spdimages/21956217/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/3108497/94588277/12/1/FFFFFF/prod.jpg,AS Colour,#000000,T Shirt,,
AS-5001 ,AS-5001 -M-Black,Mens Staple Tee,Black,M,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Mid weight, 180 GSM, 28-singles&nbsp;</li>  <li>100% combed cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><span style=""font-size:12px;""><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></span></p> ",8.93,12,12,,https://garmentprinting.com.au/spdimages/21956217/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/3108497/94588277/12/1/FFFFFF/prod.jpg,AS Colour,#000000,T Shirt,,
AS-5001 ,AS-5001 -L-Black,Mens Staple Tee,Black,L,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Mid weight, 180 GSM, 28-singles&nbsp;</li>  <li>100% combed cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><span style=""font-size:12px;""><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></span></p> ",8.93,12,12,,https://garmentprinting.com.au/spdimages/21956217/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/3108497/94588277/12/1/FFFFFF/prod.jpg,AS Colour,#000000,T Shirt,,
AS-5001 ,AS-5001 -XL-Black,Mens Staple Tee,Black,XL,"<ul>  <li>Regular fit&nbsp;</li>  <li>Crew neck&nbsp;</li>  <li>Mid weight, 180 GSM, 28-singles&nbsp;</li>  <li>100% combed cotton (marles 15% polyester)&nbsp;</li>  <li>Neck ribbing, side seamed, shoulder to shoulder tape, double needle hems, preshrunk to minimise shrinkage</li> </ul>  <p><span style=""font-size:12px;""><em>*Please note the colour Charcoal can be susceptible to fading/colouration variance with excessive sun exposure &ndash; please consider this when ordering.</em></span></p> ",8.93,12,12,,https://garmentprinting.com.au/spdimages/21956217/[SIZE]/prod.jpg?b=11131082&v=1600924216,https://garmentprinting.com.au/pcimages/3108497/94588277/12/1/FFFFFF/prod.jpg,AS Colour,#000000,T Shirt,,
